Match ID;Region;Team;Pick;pick rival;pick Decider;Orden pick;Gano mapa Propio;gano mapa Rival;gano Decider;pick propio Pistol atk;Pick propio Pistol def;pick propio Atk propio;pick propio Defensa propia;pick propio Atk rival;pick propio Def rival;pick rival Pistol Atk;pick rival Pisto Def;pick rival Atk propio;pick rival Defensa propia; pick rival Atk rival;pick rival  Def rival;pick decider Pistol Atk;pick decider Pisto Def;pick decider Atk propio;pick decider Defensa propia;pick decider Atk rival;pick decider Def rival;Torneo;Stats equipo;;;;;;;;;;;
M-72;Pacific;Paper Rex;Fracture;Pearl;Lotus;2do;1;1;No jugado;0;1;7;6;1;3;1;0;11;2;2;1;;;0;0;0;0;Pacific;5.86;;;;;;;;;;;
M-73;Pacific;Global;Pearl;Ascent;Haven;1ro;1;0;0;0;1;4;9;3;6;1;1;5;7;6;8;1;0;4;4;5;8;Pacific;5.75;;;;;;;;;;;
M-73;Pacific;Zeta Division;Ascent;Pearl;Haven;2do;1;0;1;0;0;6;8;5;7;0;1;3;6;4;9;1;0;5;8;4;4;Pacific;5.21;;;;;;;;;;;
M-74;Pacific;Talon;Split;Pearl;Ascent;1ro;0;0;No jugado;0;1;1;2;2;11;0;1;5;5;6;7;;;;;;;Pacific;5.27;;;;;;;;;;;
M-74;Pacific;DRX;Pearl;Split;Ascent;2do;1;1;No jugado;0;1;6;7;5;5;0;1;2;11;1;2;;;0;0;0;0;Pacific;5.42;;;;;;;;;;;
M-75;Pacific;Gen.G;Haven;Fracture;Lotus;1ro;1;1;No jugado;1;1;7;6;3;5;0;1;6;7;5;6;;;;;;;Pacific;5.38;;;;;;;;;;;
M-75;Pacific;Team Secret;Fracture;Haven;Lotus;2do;0;0;No jugado;0;1;5;6;6;7;0;0;3;5;7;6;;;0;0;0;0;Pacific;5.37;;;;;;;;;;;
M-76;EMEA;Fut;Icebox;Ascent;Haven;1ro;1;1;No jugado;1;0;6;7;5;1;0;0;7;6;6;3;;;;;;;EMEA;5.39;;;;;;;;;;;
M-76;EMEA;KOI;Ascent;Icebox;Haven;2do;0;0;No jugado;1;1;6;3;7;6;1;0;5;1;6;7;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-77;EMEA;Liquid;Lotus;Haven;Fracture;1ro;0;0;No jugado;1;0;5;1;11;2;0;1;0;6;6;7;;;;;;;EMEA;5.33;;;;;;;;;;;
M-77;EMEA;Fnatic;Haven;Lotus;Fracture;2do;1;1;No jugado;0;1;6;7;0;6;1;0;11;2;5;1;;;0;0;0;0;EMEA;5.78;;;;;;;;;;;
M-78;EMEA;BBL;Icebox;Split;Fracture;1ro;0;0;No jugado;0;1;5;5;6;7;0;1;0;3;9;4;;;;;;;EMEA;5.31;;;;;;;;;;;
M-78;EMEA;Giants;Split;Icebox;Fracture;2do;1;1;No jugado;0;1;9;4;0;3;0;1;6;7;5;5;;;0;0;0;0;EMEA;5.77;;;;;;;;;;;
M-79;EMEA;Karmine Corp;Ascent;Split;Lotus;1ro;0;0;No jugado;0;0;2;0;3;10;1;0;5;1;11;2;;;;;;;EMEA;5.04;;;;;;;;;;;
M-79;EMEA;Vitality;Split;Ascent;Lotus;2do;1;1;No jugado;1;0;11;2;5;1;1;1;3;10;2;0;;;0;0;0;0;EMEA;5.43;;;;;;;;;;;
M-80;Pacific;DRX;Ascent;Split;Fracture;1ro;1;1;No jugado;1;0;9;4;2;3;0;1;6;7;5;5;;;;;;;Pacific;5.42;;;;;;;;;;;
M-80;Pacific;Paper Rex;Split;Ascent;Fracture;2do;0;0;No jugado;0;1;5;5;6;7;1;0;2;3;9;4;;;0;0;0;0;Pacific;5.86;;;;;;;;;;;
M-81;Pacific;Team Secret;Icebox;Split;Haven;1ro;0;1;No jugado;1;0;5;5;6;7;1;0;10;3;5;2;;;;;;;Pacific;5.37;;;;;;;;;;;
M-81;Pacific;Rex Regnum;Split;Icebox;Haven;2do;0;1;No jugado;1;0;5;2;10;3;1;0;6;7;5;5;;;0;0;0;0;Pacific;5.44;;;;;;;;;;;
M-82;Pacific;T1;Ascent;Haven;Lotus;1ro;0;0;No jugado;1;1;3;2;4;9;0;0;0;5;7;6;;;;;;;Pacific;5.29;;;;;;;;;;;
M-82;Pacific;Gen.G;Haven;Ascent;Lotus;2do;1;1;No jugado;1;1;7;6;0;5;0;0;4;9;3;2;;;0;0;0;0;Pacific;5.38;;;;;;;;;;;
M-83;Pacific;Zeta Division;Ascent;Haven;Pearl;1ro;1;1;No jugado;1;1;10;3;7;2;1;0;9;4;2;3;;;;;;;Pacific;5.21;;;;;;;;;;;
M-83;Pacific;DFM;Haven;Ascent;Pearl;2do;0;0;No jugado;1;0;2;3;9;4;0;0;7;2;10;3;;;0;0;0;0;Pacific;5.77;;;;;;;;;;;
M-84;Pacific;Global;Split;Icebox;Haven;1ro;1;1;No jugado;0;1;4;9;3;3;1;1;7;6;6;5;;;;;;;Pacific;5.75;;;;;;;;;;;
M-84;Pacific;Talon;Icebox;Split;Haven;2do;0;0;No jugado;0;0;6;5;7;6;0;1;3;3;4;9;;;0;0;0;0;Pacific;5.27;;;;;;;;;;;
M-85;Americas;Cloud9;Lotus;Ascent;Haven;1ro;1;1;No jugado;1;1;5;8;4;3;0;1;5;9;4;8;;;;;;;Americas;5.78;;;;;;;;;;;
M-85;Americas;100 Thieves;Ascent;Lotus;Haven;2do;0;0;No jugado;0;1;4;8;5;9;0;0;4;3;5;8;;;0;0;0;0;Americas;5.55;;;;;;;;;;;
M-86;Americas;NRG;Icebox;Pearl;Split;1ro;0;1;0;0;1;6;4;7;6;1;1;11;5;10;4;0;1;6;8;7;9;Americas;5.25;;;;;;;;;;;
M-86;Americas;mibr;Pearl;Icebox;Split;2do;0;1;1;0;0;10;4;11;5;0;1;7;6;6;4;0;1;7;9;6;8;Americas;5.43;;;;;;;;;;;
M-87;Americas;Sentinels;Split;Ascent;Pearl;1ro;0;1;0;1;0;7;5;8;6;1;1;6;7;5;6;0;1;2;2;3;10;Americas;5.88;;;;;;;;;;;
M-87;Americas;Leviatan;Ascent;Split;Pearl;2do;0;1;1;0;0;5;6;6;7;1;0;8;6;7;5;0;1;3;10;2;2;Americas;5.47;;;;;;;;;;;
M-88;Americas;Evil Genius;Pearl;Ascent;Fracture;1ro;1;0;1;1;0;10;3;9;2;1;1;3;8;4;9;0;0;6;7;5;2;Americas;5.57;;;;;;;;;;;
M-88;Americas;KRU;Ascent;Pearl;Fracture;2do;1;0;0;0;0;4;9;3;8;1;0;9;2;10;3;1;1;5;2;6;7;Americas;5.46;;;;;;;;;;;
M-89;Americas;LOUD;Split;Icebox;Ascent;1ro;1;1;No jugado;1;0;6;7;3;6;1;1;8;5;0;4;;;;;;;Americas;5.61;;;;;;;;;;;
M-89;Americas;FURIA;Icebox;Split;Ascent;2do;0;0;No jugado;0;0;0;4;8;5;1;0;3;6;6;7;;;0;0;0;0;Americas;5.42;;;;;;;;;;;
M-90;EMEA;Liquid;Split;Fracture;Icebox;1ro;1;1;No jugado;1;0;10;3;6;2;1;1;6;11;5;10;;;;;;;EMEA;5.33;;;;;;;;;;;
M-90;EMEA;Heretics;Fracture;Split;Icebox;2do;0;0;No jugado;0;0;5;10;6;11;1;0;6;2;10;3;;;0;0;0;0;EMEA;5.26;;;;;;;;;;;
M-91;EMEA;Fut;Icebox;Split;Ascent;1ro;0;0;No jugado;1;1;2;3;3;10;0;0;7;4;8;5;;;;;;;EMEA;5.39;;;;;;;;;;;
M-91;EMEA;Giants;Split;Icebox;Ascent;2do;1;1;No jugado;1;1;8;5;7;4;0;0;3;10;2;3;;;0;0;0;0;EMEA;5.77;;;;;;;;;;;
M-92;Americas;LOUD;Pearl;Haven;Ascent;1ro;0;1;1;0;1;1;5;7;6;1;0;7;6;6;5;1;1;4;9;3;5;Americas;5.61;;;;;;;;;;;
M-92;Americas;Sentinels;Haven;Pearl;Ascent;2do;0;1;0;1;0;6;5;7;6;0;1;7;6;1;5;0;0;3;5;4;9;Americas;5.88;;;;;;;;;;;
M-93;Americas;Leviatan;Pearl;Icebox;Split;1ro;1;1;No jugado;1;1;3;10;2;2;1;1;3;10;2;1;;;;;;;Americas;5.47;;;;;;;;;;;
M-93;Americas;mibr;Icebox;Pearl;Split;2do;0;0;No jugado;0;0;2;1;3;10;0;0;2;2;3;10;;;0;0;0;0;Americas;5.43;;;;;;;;;;;
M-94;Americas;KRU;Ascent;Split;Fracture;1ro;1;0;0;1;1;4;9;3;1;0;1;3;8;4;9;0;0;4;1;5;8;Americas;5.46;;;;;;;;;;;
M-94;Americas;100 Thieves;Split;Ascent;Fracture;2do;1;0;1;0;1;4;9;3;8;0;0;3;1;4;9;1;1;5;8;4;1;Americas;5.55;;;;;;;;;;;
M-95;Americas;FURIA;Ascent;Fracture;Haven;1ro;1;0;1;0;1;7;8;7;6;0;1;3;4;8;5;1;1;8;5;7;3;Americas;5.42;;;;;;;;;;;
M-95;Americas;Evil Genius;Fracture;Ascent;Haven;2do;1;0;0;0;1;8;5;3;4;0;1;7;6;7;8;0;0;7;3;8;5;Americas;5.57;;;;;;;;;;;
M-96;Americas;Cloud9;Haven;Pearl;Ascent;1ro;0;1;1;1;1;5;3;9;4;1;1;5;8;2;7;1;0;5;8;4;3;Americas;5.78;;;;;;;;;;;
M-96;Americas;NRG;Pearl;Haven;Ascent;2do;0;1;0;0;0;2;7;5;8;0;0;9;4;5;3;1;0;4;3;5;8;Americas;5.25;;;;;;;;;;;
M-97;Americas;Sentinels;Pearl;Fracture;Lotus;1ro;1;1;No jugado;1;1;9;4;2;3;0;1;9;4;3;3;;;;;;;Americas;5.88;;;;;;;;;;;
M-97;Americas;mibr;Fracture;Pearl;Lotus;2do;0;0;No jugado;0;1;3;3;9;4;0;0;2;3;9;4;;;0;0;0;0;Americas;5.43;;;;;;;;;;;
M-98;Americas;100 Thieves;Icebox;Haven;Lotus;1ro;0;1;1;1;0;6;7;7;8;0;0;6;7;5;6;0;0;8;5;7;4;Americas;5.55;;;;;;;;;;;
M-98;Americas;Leviatan;Haven;Icebox;Lotus;2do;0;1;0;1;1;5;6;6;7;1;0;7;8;6;7;1;1;7;4;8;5;Americas;5.47;;;;;;;;;;;
M-99;Americas;LOUD;Split;Haven;Pearl;1ro;0;1;1;0;1;0;3;9;4;1;0;8;5;6;4;1;1;12;1;0;0;Americas;5.61;;;;;;;;;;;
M-99;Americas;Evil Genius;Haven;Split;Pearl;2do;0;1;0;1;0;6;4;8;5;0;1;9;4;0;3;0;0;0;0;12;1;Americas;5.57;;;;;;;;;;;
M-100;Americas;FURIA;Ascent;Fracture;Pearl;1ro;0;0;No jugado;1;0;4;4;5;8;1;0;6;3;7;6;;;;;;;Americas;5.42;;;;;;;;;;;
M-100;Americas;Cloud9;Fracture;Ascent;Pearl;2do;1;1;No jugado;1;0;7;6;6;3;1;0;5;8;4;4;;;0;0;0;0;Americas;5.78;;;;;;;;;;;
M-101;Americas;NRG;Haven;Ascent;Pearl;1ro;1;1;No jugado;0;0;8;5;6;4;1;1;4;9;3;1;;;;;;;Americas;5.25;;;;;;;;;;;
M-101;Americas;KRU;Ascent;Haven;Pearl;2do;0;0;No jugado;0;0;3;1;4;9;1;1;6;4;8;5;;;0;0;0;0;Americas;5.46;;;;;;;;;;;
M-102;EMEA;Navi;Ascent;Lotus;Split;1ro;1;1;No jugado;1;1;6;7;5;6;1;0;8;5;7;0;;;;;;;EMEA;5.49;;;;;;;;;;;
M-102;EMEA;Karmine Corp;Lotus;Ascent;Split;2do;0;0;No jugado;1;0;7;0;8;5;0;0;5;6;6;7;;;0;0;0;0;EMEA;5.04;;;;;;;;;;;
M-103;EMEA;BBL;Ascent;Haven;Lotus;1ro;1;1;No jugado;1;1;5;8;1;7;1;1;4;9;3;6;;;;;;;EMEA;5.31;;;;;;;;;;;
M-103;EMEA;Vitality;Haven;Ascent;Lotus;2do;0;0;No jugado;0;0;3;6;4;9;0;0;1;7;5;8;;;0;0;0;0;EMEA;5.43;;;;;;;;;;;
M-104;EMEA;Liquid;Ascent;Icebox;Lotus;1ro;0;1;1;0;0;5;6;6;7;1;0;7;6;6;5;1;0;7;6;5;5;EMEA;5.33;;;;;;;;;;;
M-104;EMEA;Giants;Icebox;Ascent;Lotus;2do;0;1;0;1;0;6;5;7;6;1;1;6;7;5;6;1;0;5;5;7;6;EMEA;5.77;;;;;;;;;;;
M-105;EMEA;BBL;Haven;Lotus;Icebox;1ro;1;0;1;1;0;8;6;7;5;0;1;6;4;7;6;0;1;2;11;7;1;EMEA;5.31;;;;;;;;;;;
M-105;EMEA;Heretics;Lotus;Haven;Icebox;2do;1;0;0;0;1;7;6;6;4;1;0;7;5;8;6;0;1;7;1;2;11;EMEA;5.26;;;;;;;;;;;
M-106;EMEA;Karmine Corp;Lotus;Ascent;Haven;1ro;1;0;1;0;1;2;11;1;5;0;1;2;6;6;7;0;1;5;8;4;7;EMEA;5.04;;;;;;;;;;;
M-106;EMEA;KOI;Ascent;Lotus;Haven;2do;1;0;0;0;1;6;7;2;6;0;1;1;5;2;11;0;1;4;7;5;8;EMEA;5.49;;;;;;;;;;;
M-107;Pacific;Paper Rex;Icebox;Split;Pearl;1ro;0;1;1;0;0;6;1;7;6;1;0;9;4;3;3;1;0;8;5;3;4;Pacific;5.86;;;;;;;;;;;
M-107;Pacific;Global;Split;Icebox;Pearl;2do;0;1;0;1;0;3;3;9;4;1;1;7;6;6;1;1;0;3;4;8;5;Pacific;5.75;;;;;;;;;;;
M-108;Pacific;Gen.G;Haven;Fracture;Pearl;1ro;0;1;0;1;0;6;1;11;2;1;1;6;7;4;6;0;1;3;1;9;4;Pacific;5.38;;;;;;;;;;;
M-108;Pacific;DRX;Fracture;Haven;Pearl;2do;0;1;1;0;0;4;6;6;7;1;0;11;2;6;1;0;1;9;4;3;1;Pacific;5.42;;;;;;;;;;;
M-109;Pacific;Rex Regnum;Haven;Fracture;Pearl;1ro;0;0;No jugado;0;0;4;5;7;6;1;1;1;3;9;4;;;;;;;Pacific;5.44;;;;;;;;;;;
M-109;Pacific;T1;Fracture;Haven;Pearl;2do;1;1;No jugado;0;0;9;4;1;3;1;1;7;6;4;5;;;0;0;0;0;Pacific;5.29;;;;;;;;;;;
M-110;Pacific;DFM;Ascent;Haven;Fracture;1ro;0;0;No jugado;0;1;5;6;6;7;1;1;3;5;4;9;;;;;;;Pacific;5.77;;;;;;;;;;;
M-110;Pacific;Team Secret;Haven;Ascent;Fracture;2do;1;1;No jugado;0;0;4;9;3;5;0;1;6;7;5;6;;;0;0;0;0;Pacific;5.37;;;;;;;;;;;
M-111;Pacific;Talon;Haven;Ascent;Split;1ro;1;1;No jugado;1;0;5;8;4;4;1;0;8;8;7;7;;;;;;;Pacific;5.27;;;;;;;;;;;
M-111;Pacific;Zeta Division;Ascent;Haven;Split;2do;0;0;No jugado;1;0;7;7;8;8;1;0;4;4;5;8;;;0;0;0;0;Pacific;5.21;;;;;;;;;;;
M-112;Americas;NRG;Bind;Fracture;Lotus;1ro;1;1;No jugado;0;1;6;7;5;2;1;0;11;2;2;1;;;;;;;Americas;5.25;;;;;;;;;;;
M-112;Americas;100 Thieves;Fracture;Bind;Lotus;2do;0;0;No jugado;1;0;2;1;11;2;0;1;5;2;6;7;;;0;0;0;0;Americas;5.55;;;;;;;;;;;
M-113;Americas;FURIA;Pearl;Split;Haven;1ro;1;1;No jugado;1;0;9;4;8;3;0;1;3;10;2;5;;;;;;;Americas;5.42;;;;;;;;;;;
M-113;Americas;mibr;Split;Pearl;Haven;2do;0;0;No jugado;0;1;2;5;3;10;1;0;8;3;9;4;;;0;0;0;0;Americas;5.43;;;;;;;;;;;
M-114;Pacific;T1;Lotus;Split;Fracture;1ro;1;0;1;0;1;6;7;5;4;1;0;4;5;7;6;0;0;6;7;4;6;Pacific;5.29;;;;;;;;;;;
M-114;Pacific;DFM;Split;Lotus;Fracture;2do;1;0;0;1;0;7;6;4;5;0;1;5;4;6;7;1;1;4;6;6;7;Pacific;5.77;;;;;;;;;;;
M-115;Pacific;Zeta Division;Split;Lotus;Fracture;1ro;1;0;1;1;1;8;5;5;4;0;1;6;4;7;6;1;1;7;6;4;5;Pacific;5.21;;;;;;;;;;;
M-115;Pacific;Team Secret;Lotus;Split;Fracture;2do;1;0;0;0;1;7;6;6;4;0;0;5;4;8;5;0;0;4;5;7;6;Pacific;5.37;;;;;;;;;;;
M-116;Pacific;Global;Pearl;Lotus;Haven;1ro;1;1;No jugado;1;0;8;5;7;1;0;1;7;6;3;5;;;;;;;Pacific;5.75;;;;;;;;;;;
M-116;Pacific;Gen.G;Lotus;Pearl;Haven;2do;0;0;No jugado;0;1;3;5;7;6;1;0;7;1;8;5;;;0;0;0;0;Pacific;5.38;;;;;;;;;;;
M-117;Pacific;DRX;Haven;Split;Pearl;1ro;0;1;1;1;1;2;6;6;7;0;1;7;6;6;4;0;1;10;3;0;2;Pacific;5.42;;;;;;;;;;;
M-117;Pacific;Paper Rex;Split;Haven;Pearl;2do;0;1;0;0;1;6;4;7;6;0;0;6;7;2;6;0;1;0;2;10;3;Pacific;5.86;;;;;;;;;;;
M-118;Pacific;Talon;Pearl;Split;Fracture;1ro;1;0;0;1;0;9;4;8;3;1;0;3;1;4;9;0;1;6;4;7;6;Pacific;5.27;;;;;;;;;;;
M-118;Pacific;Paper Rex;Split;Pearl;Fracture;2do;1;0;1;1;0;4;9;3;1;1;0;8;3;9;4;0;1;7;6;6;4;Pacific;5.86;;;;;;;;;;;
M-119;Americas;Sentinels;Lotus;Fracture;Haven;1ro;0;0;No jugado;1;0;3;1;4;9;0;1;1;5;2;11;;;;;;;Americas;5.88;;;;;;;;;;;
M-119;Americas;Cloud9;Fracture;Lotus;Haven;2do;1;1;No jugado;0;1;2;11;1;5;1;0;4;9;3;1;;;0;0;0;0;Americas;5.78;;;;;;;;;;;
M-120;Americas;Evil Genius;Split;Pearl;Ascent;1ro;1;0;1;0;1;4;9;2;8;0;1;6;4;7;6;0;1;4;9;3;7;Americas;5.57;;;;;;;;;;;
M-120;Americas;Leviatan;Pearl;Split;Ascent;2do;1;0;0;0;1;7;6;6;4;0;1;2;8;4;9;0;1;3;7;4;9;Americas;5.47;;;;;;;;;;;
M-121;Americas;LOUD;Pearl;Ascent;Split;1ro;0;1;1;1;0;8;2;9;4;0;1;4;9;3;8;1;0;8;5;6;4;Americas;5.61;;;;;;;;;;;
M-121;Americas;KRU;Ascent;Pearl;Split;2do;0;1;0;0;1;3;8;4;9;1;0;9;4;8;2;1;0;6;4;8;5;Americas;5.46;;;;;;;;;;;
M-122;EMEA;Fnatic;Icebox;Lotus;Haven;1ro;1;1;No jugado;1;1;6;7;5;0;1;1;8;5;1;4;;;;;;;EMEA;5.78;;;;;;;;;;;
M-122;EMEA;Fut;Lotus;Icebox;Haven;2do;0;0;No jugado;0;0;1;4;8;5;0;0;5;0;6;7;;;0;0;0;0;EMEA;5.39;;;;;;;;;;;
M-123;EMEA;Vitality;Split;Fracture;Ascent;1ro;0;0;No jugado;0;1;3;7;4;9;1;1;5;5;7;6;;;;;;;EMEA;5.43;;;;;;;;;;;
M-123;EMEA;Navi;Fracture;Split;Ascent;2do;1;1;No jugado;0;0;7;6;5;5;0;1;4;9;3;7;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-124;EMEA;Fnatic;Haven;Bind;Lotus;1ro;1;1;No jugado;1;1;6;8;5;7;0;1;6;7;2;6;;;;;;;EMEA;5.78;;;;;;;;;;;
M-124;EMEA;Vitality;Bind;Haven;Lotus;2do;0;0;No jugado;0;1;2;6;6;7;0;0;5;7;6;8;;;0;0;0;0;EMEA;5.43;;;;;;;;;;;
M-125;EMEA;Fut;Haven;Ascent;Split;1ro;1;1;No jugado;0;0;6;7;5;3;1;1;5;8;4;1;;;;;;;EMEA;5.39;;;;;;;;;;;
M-125;EMEA;Karmine Corp;Ascent;Haven;Split;2do;0;0;No jugado;0;0;4;1;5;8;1;1;5;3;6;7;;;0;0;0;0;EMEA;5.04;;;;;;;;;;;
M-126;EMEA;KOI;Pearl;Ascent;Bind;1ro;1;0;0;1;1;4;9;3;0;0;1;1;3;9;4;0;1;0;5;7;6;EMEA;5.49;;;;;;;;;;;
M-126;EMEA;BBL;Ascent;Pearl;Bind;2do;1;0;1;0;1;9;4;1;3;0;0;3;0;4;9;0;1;7;6;0;5;EMEA;5.31;;;;;;;;;;;
M-127;EMEA;Navi;Fracture;Bind;Lotus;1ro;1;1;No jugado;0;1;7;6;6;5;0;1;5;8;4;7;;;;;;;EMEA;5.49;;;;;;;;;;;
M-127;EMEA;Liquid;Bind;Fracture;Lotus;2do;0;0;No jugado;0;1;4;7;5;8;0;1;6;5;7;6;;;0;0;0;0;EMEA;5.33;;;;;;;;;;;
M-128;EMEA;Giants;Pearl;Lotus;Bind;1ro;0;0;No jugado;1;0;6;3;9;4;1;1;7;7;8;8;;;;;;;EMEA;5.77;;;;;;;;;;;
M-128;EMEA;Heretics;Lotus;Pearl;Bind;2do;1;1;No jugado;0;0;8;8;7;7;1;0;9;4;6;3;;;0;0;0;0;EMEA;5.26;;;;;;;;;;;
M-129;Americas;Evil Genius;Fracture;Pearl;Ascent;1ro;1;1;No jugado;0;1;4;9;3;3;1;0;10;3;3;2;;;;;;;Americas;5.57;;;;;;;;;;;
M-129;Americas;Sentinels;Pearl;Fracture;Ascent;2do;0;0;No jugado;1;0;3;2;10;3;0;1;3;3;4;9;;;0;0;0;0;Americas;5.88;;;;;;;;;;;
M-130;Americas;Cloud9;Split;Lotus;Bind;1ro;1;1;No jugado;1;1;7;6;0;5;1;1;5;8;4;0;;;;;;;Americas;5.78;;;;;;;;;;;
M-130;Americas;mibr;Lotus;Split;Bind;2do;0;0;No jugado;0;0;4;0;5;8;0;0;0;5;7;6;;;0;0;0;0;Americas;5.43;;;;;;;;;;;
M-131;Americas;LOUD;Ascent;Split;Haven;1ro;1;1;No jugado;0;1;8;5;1;4;0;1;8;7;7;6;;;;;;;Americas;5.61;;;;;;;;;;;
M-131;Americas;100 Thieves;Split;Ascent;Haven;2do;0;0;No jugado;0;1;7;6;8;7;0;1;1;4;8;5;;;0;0;0;0;Americas;5.55;;;;;;;;;;;
M-132;Americas;Leviatan;Haven;Split;Pearl;1ro;1;1;No jugado;1;1;11;2;3;1;1;1;4;9;3;1;;;;;;;Americas;5.47;;;;;;;;;;;
M-132;Americas;KRU;Split;Haven;Pearl;2do;0;0;No jugado;0;0;3;1;4;9;0;0;3;1;11;2;;;0;0;0;0;Americas;5.46;;;;;;;;;;;
M-133;Americas;NRG;Bind;Haven;Pearl;1ro;1;0;1;1;1;10;3;9;2;0;1;6;5;7;6;1;0;8;5;2;4;Americas;5.25;;;;;;;;;;;
M-133;Americas;FURIA;Haven;Bind;Pearl;2do;1;0;0;0;1;7;6;6;5;0;0;9;2;10;3;1;0;2;4;8;5;Americas;5.42;;;;;;;;;;;
M-134;EMEA;Fnatic;Lotus;Ascent;Fracture;1ro;1;1;No jugado;1;0;10;3;2;2;0;1;4;9;1;8;;;;;;;EMEA;5.78;;;;;;;;;;;
M-134;EMEA;KOI;Ascent;Lotus;Fracture;2do;0;0;No jugado;0;1;1;8;4;9;1;0;2;2;10;3;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-135;EMEA;Giants;Lotus;Split;Ascent;1ro;1;0;1;1;1;5;8;4;2;1;0;5;5;7;6;1;0;6;7;5;5;EMEA;5.77;;;;;;;;;;;
M-135;EMEA;Vitality;Split;Lotus;Ascent;2do;1;0;0;1;0;7;6;5;5;0;0;4;2;5;8;1;0;5;5;6;7;EMEA;5.43;;;;;;;;;;;
M-136;EMEA;Fut;Lotus;Pearl;Split;1ro;0;0;No jugado;0;1;3;6;4;9;1;1;3;8;4;9;;;;;;;EMEA;5.39;;;;;;;;;;;
M-136;EMEA;Navi;Pearl;Lotus;Split;2do;1;1;No jugado;0;0;4;9;3;8;0;1;4;9;3;6;;;0;0;0;0;EMEA;5.49;;;;;;;;;;;
M-137;EMEA;Fnatic;Haven;Lotus;Fracture;1ro;1;1;No jugado;1;1;3;10;2;0;1;0;6;7;4;6;;;;;;;EMEA;5.78;;;;;;;;;;;
M-137;EMEA;Karmine Corp;Lotus;Haven;Fracture;2do;0;0;No jugado;1;0;4;6;6;7;0;0;2;0;3;10;;;0;0;0;0;EMEA;5.04;;;;;;;;;;;
M-138;EMEA;Liquid;Split;Ascent;Bind;1ro;1;0;1;1;0;9;4;8;3;1;1;3;4;8;5;0;1;7;6;2;5;EMEA;5.33;;;;;;;;;;;
M-138;EMEA;BBL;Ascent;Split;Bind;2do;1;0;0;0;0;8;5;3;4;1;0;8;3;9;4;0;1;2;5;7;6;EMEA;5.31;;;;;;;;;;;
M-139;Pacific;Gen.G;Fracture;Lotus;Haven;1ro;0;0;No jugado;0;0;3;5;7;6;1;0;5;2;6;7;;;;;;;Pacific;5.38;;;;;;;;;;;
M-139;Pacific;Talon;Lotus;Fracture;Haven;2do;1;1;No jugado;1;0;6;7;5;2;1;1;7;6;3;5;;;0;0;0;0;Pacific;5.27;;;;;;;;;;;
M-140;Pacific;Paper Rex;Split;Ascent;Lotus;1ro;1;1;No jugado;1;1;7;6;1;5;0;1;8;5;6;4;;;;;;;Pacific;5.86;;;;;;;;;;;
M-140;Pacific;Zeta Division;Ascent;Split;Lotus;2do;0;0;No jugado;0;1;6;4;8;5;0;0;1;5;7;6;;;0;0;0;0;Pacific;5.21;;;;;;;;;;;
M-141;Pacific;Rex Regnum;Fracture;Pearl;Bind;1ro;1;1;No jugado;1;1;7;6;6;4;0;0;8;5;7;4;;;;;;;Pacific;5.44;;;;;;;;;;;
M-141;Pacific;Global;Pearl;Fracture;Bind;2do;0;0;No jugado;1;1;7;4;8;5;0;0;6;4;7;6;;;0;0;0;0;Pacific;5.75;;;;;;;;;;;
M-142;Pacific;Team Secret;Lotus;Bind;Fracture;1ro;0;0;No jugado;0;0;2;2;3;10;1;1;3;5;7;6;;;;;;;Pacific;5.37;;;;;;;;;;;
M-142;Pacific;T1;Bind;Lotus;Fracture;2do;1;1;No jugado;0;0;7;6;3;5;1;1;3;10;2;2;;;0;0;0;0;Pacific;5.29;;;;;;;;;;;
M-143;Pacific;DFM;Fracture;Ascent;Pearl;1ro;0;0;No jugado;0;0;1;7;5;8;1;1;1;3;9;4;;;;;;;Pacific;5.77;;;;;;;;;;;
M-143;Pacific;DRX;Ascent;Fracture;Pearl;2do;1;1;No jugado;0;0;9;4;1;3;1;1;5;8;1;7;;;0;0;0;0;Pacific;5.42;;;;;;;;;;;
M-144;EMEA;KOI;Fracture;Lotus;Ascent;1ro;1;0;1;1;0;9;4;4;3;1;0;7;2;8;5;1;0;8;5;7;4;EMEA;5.49;;;;;;;;;;;
M-144;EMEA;Heretics;Lotus;Fracture;Ascent;2do;1;0;0;1;0;8;5;7;2;1;0;4;3;9;4;1;0;7;4;8;5;EMEA;5.26;;;;;;;;;;;
M-145;Pacific;Paper Rex;Split;Ascent;Lotus;1ro;1;1;No jugado;1;0;9;4;4;3;1;1;10;3;0;2;;;;;;;Pacific;5.86;;;;;;;;;;;
M-145;Pacific;Gen.G;Ascent;Split;Lotus;2do;0;0;No jugado;0;0;0;2;10;3;1;0;4;3;9;4;;;0;0;0;0;Pacific;5.38;;;;;;;;;;;
M-146;Pacific;Zeta Division;Fracture;Lotus;Bind;1ro;0;1;0;0;0;6;5;7;6;0;1;3;10;1;9;0;0;3;0;4;9;Pacific;5.21;;;;;;;;;;;
M-146;Pacific;T1;Lotus;Fracture;Bind;2do;0;1;1;0;1;1;9;3;10;1;1;7;6;6;5;1;1;4;9;3;0;Pacific;5.29;;;;;;;;;;;
