filtro;Region;team;mapa;seleccion;gano_map;pistol_atk;pistol_def;atk_propio;defensa_propia;atk_rival;def_rival;ganadas_totales;perdidas_totales;total_jugadas;torneo;stats_equipo;ranking;elo;rib_rank;rwr;rondas_ganadas_ano;rondas_perdidas_ano;rival;stats_equipo_rival;rating_rival;elo_rival;rib_rival;rwr_rival;rondas_ganadas_rival;rondas_perdidas_rival
1;Americas;Evil Genius;Bind;Rival;1;1;1;3;10;2;0;13;2;15;Americas;5.57;989;2000;1667;0.535262206;888;771;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;Leviatan;Haven;Propio;0;0;0;5;3;9;4;8;13;21;Americas;5.47;710;2000;1540;0.493414387;487;500;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;Leviatan;Lotus;Rival;1;1;1;7;6;6;4;13;10;23;Americas;5.47;710;2000;1540;0.493414387;487;500;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;NRG;Bind;Propio;1;0;1;3;10;2;7;13;9;22;Americas;5.25;916;1816;1592;0.531468531;760;670;FURIA;5.42;693;1700;1528;0.487922705;404;424
0;Americas;NRG;Haven;Rival;1;0;1;5;8;3;7;13;10;23;Americas;5.25;916;1816;1592;0.531468531;760;670;FURIA;5.42;693;1700;1528;0.487922705;404;424
0;Americas;Evil Genius;Fracture;Propio;0;1;1;4;5;7;6;9;13;22;Americas;5.57;989;2000;1667;0.535262206;888;771;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;Americas;Evil Genius;Ascent;Rival;1;1;0;8;5;7;4;13;11;24;Americas;5.57;989;2000;1667;0.535262206;888;771;LOUD;5.61;944;2000;1655;0.537700865;870;748
0;Americas;NRG;Pearl;Propio;0;0;1;3;7;5;8;10;13;23;Americas;5.25;916;1816;1592;0.531468531;760;670;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;NRG;Lotus;Rival;1;0;1;7;6;4;5;13;9;22;Americas;5.25;916;1816;1592;0.531468531;760;670;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;NRG;Haven;Propio;0;0;0;5;6;6;7;11;13;24;Americas;5.25;916;1816;1592;0.531468531;760;670;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;NRG;Ascent;Rival;1;1;1;4;9;3;5;13;8;21;Americas;5.25;916;1816;1592;0.531468531;760;670;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
0;Americas;NRG;Lotus;Rival;1;1;1;5;8;3;7;13;10;23;Americas;5.25;916;1816;1592;0.531468531;760;670;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;NRG;Split;Rival;1;1;0;11;2;3;1;13;4;17;Americas;5.25;916;1816;1592;0.531468531;760;670;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;LOUD;Ascent;Propio;1;1;1;5;8;2;7;13;9;22;Americas;5.61;944;2000;1655;0.537700865;870;748;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;LOUD;Bind;Rival;1;1;1;7;6;6;5;13;11;24;Americas;5.61;944;2000;1655;0.537700865;870;748;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;LOUD;Fracture;Rival;1;1;0;8;5;7;4;13;11;24;Americas;5.61;944;2000;1655;0.537700865;870;748;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;LOUD;Lotus;Rival;0;0;0;0;0;0;0;0;0;0;Americas;5.61;944;2000;1655;0.537700865;870;748;NRG;5.25;916;1816;1592;0.531468531;760;670
0;EMEA;Fut;Haven;Propio;1;1;1;4;9;3;2;13;5;18;EMEA;5.39;847;1668;1587;0.5;567;567;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Fut;Ascent;Rival;1;0;1;4;10;3;9;14;12;26;EMEA;5.39;847;1668;1587;0.5;567;567;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Vitality;Lotus;Propio;1;0;0;4;9;3;3;13;6;19;EMEA;5.43;673;1418;1457;0.487256372;352;342;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Vitality;Bind;Rival;0;0;0;4;7;5;8;11;13;24;EMEA;5.43;673;1418;1457;0.487256372;352;342;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Fnatic;Bind;Propio;0;1;0;8;1;9;4;9;13;22;EMEA;5.78;988;2000;1771;0.587324982;797;560;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Fnatic;Split;Rival;1;1;1;3;10;2;0;13;2;15;EMEA;5.78;988;2000;1771;0.587324982;797;560;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Liquid;Bind;Propio;1;0;1;4;9;3;8;13;11;24;EMEA;5.33;854;1650;1586;0.501798561;558;554;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Liquid;Split;Rival;1;1;1;9;4;8;2;13;10;23;EMEA;5.33;854;1650;1586;0.501798561;558;554;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Vitality;Split;Propio;0;1;0;8;1;9;4;9;13;22;EMEA;5.43;673;1418;1457;0.487256372;352;342;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Vitality;Haven;Rival;1;0;0;8;5;5;4;13;9;22;EMEA;5.43;673;1418;1457;0.487256372;352;342;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Navi;Pearl;Propio;1;0;1;6;7;3;6;13;9;22;EMEA;5.49;828;1636;1572;0.511610487;683;652;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Navi;Ascent;Rival;1;0;0;5;8;4;5;13;9;22;EMEA;5.49;828;1636;1572;0.511610487;683;652;Giants;5.77;827;1628;1586;0.513874615;500;473
0;EMEA;Fut;Lotus;Propio;1;1;0;10;3;6;2;13;8;21;EMEA;5.39;847;1668;1587;0.5;567;567;Navi;5.49;828;1636;1572;0.511610487;683;652
0;EMEA;Fut;Fracture;Rival;1;1;1;8;5;3;4;13;7;20;EMEA;5.39;847;1668;1587;0.5;567;567;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Fnatic;Lotus;Propio;1;1;1;8;6;7;5;14;12;26;EMEA;5.78;988;2000;1771;0.587324982;797;560;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Fnatic;Bind;Rival;1;1;0;7;6;6;0;13;6;19;EMEA;5.78;988;2000;1771;0.587324982;797;560;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Liquid;Ascent;Propio;1;1;0;9;4;2;3;13;5;18;EMEA;5.33;854;1650;1586;0.501798561;558;554;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Liquid;Lotus;Rival;1;1;0;12;5;11;4;17;15;32;EMEA;5.33;854;1650;1586;0.501798561;558;554;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Liquid;Split;Rival;1;0;1;7;6;0;5;13;5;18;EMEA;5.33;854;1650;1586;0.501798561;558;554;Fut;5.39;847;1668;1587;0.5;567;567
1;EMEA;Fnatic;Lotus;Propio;1;1;0;8;5;7;4;13;11;24;EMEA;5.78;988;2000;1771;0.587324982;797;560;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Fnatic;Ascent;Rival;0;1;0;4;8;5;9;12;14;26;EMEA;5.78;988;2000;1771;0.587324982;797;560;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;EMEA;Fnatic;Haven;Propio;0;0;0;4;2;5;8;6;13;19;EMEA;5.78;988;2000;1771;0.587324982;797;560;Liquid;5.33;854;1650;1586;0.501798561;558;554
0;EMEA;Fnatic;Fracture;Rival;0;0;1;4;7;5;8;11;13;24;EMEA;5.78;988;2000;1771;0.587324982;797;560;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Pacific;Team Secret;Haven;Propio;1;0;1;5;10;4;9;15;13;28;Pacific;5.37;722;1652;1491;0.498759305;402;404;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;Team Secret;Ascent;Rival;1;1;1;6;8;5;7;14;12;26;Pacific;5.37;722;1652;1491;0.498759305;402;404;Zeta Division;5.21;812;1650;1514;0.480140187;411;445
1;Pacific;T1;Fracture;Propio;1;1;0;6;7;5;3;13;8;21;Pacific;5.29;822;1885;1605;0.481031866;634;684;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;T1;Ascent;Rival;0;0;1;3;8;4;9;11;13;24;Pacific;5.29;822;1885;1605;0.481031866;634;684;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;Team Secret;Haven;Propio;1;0;1;8;5;5;4;13;9;22;Pacific;5.37;722;1652;1491;0.498759305;402;404;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Team Secret;Split;Rival;0;1;1;3;2;10;3;5;13;18;Pacific;5.37;722;1652;1491;0.498759305;402;404;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;T1;Lotus;Propio;0;1;0;4;6;6;7;10;13;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;T1;Fracture;Rival;0;0;0;4;6;5;8;10;13;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;Gen.G;Ascent;Propio;0;1;1;6;2;7;6;8;13;21;Pacific;5.38;700;1735;1457;0.464646465;414;477;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Pacific;Gen.G;Haven;Rival;1;1;0;10;3;6;2;13;8;21;Pacific;5.38;700;1735;1457;0.464646465;414;477;Team Secret;5.37;722;1652;1491;0.498759305;402;404
1;Pacific;Zeta Division;Haven;Propio;0;0;0;4;6;5;8;10;13;23;Pacific;5.21;812;1650;1514;0.480140187;411;445;T1;5.29;822;1885;1605;0.481031866;634;684
0;Pacific;Zeta Division;Bind;Rival;1;1;1;8;6;7;5;14;12;26;Pacific;5.21;812;1650;1514;0.480140187;411;445;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Fracture;Propio;1;1;1;8;5;7;3;13;10;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Gen.G;5.38;700;1735;1457;0.464646465;414;477
1;Pacific;T1;Ascent;Propio;1;1;0;6;7;5;5;13;10;23;Pacific;5.29;822;1885;1605;0.481031866;634;684;Gen.G;5.38;700;1735;1457;0.464646465;414;477
0;Pacific;Paper Rex;Fracture;Rival;1;1;0;6;7;5;0;13;5;18;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Pacific;Paper Rex;Bind;Propio;1;0;0;8;5;2;4;13;6;19;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Paper Rex;Fracture;Rival;0;1;1;3;3;9;4;6;13;19;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Paper Rex;Ascent;Propio;0;1;1;6;8;7;9;14;16;30;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;Paper Rex;Lotus;Rival;1;1;0;4;9;3;0;13;3;16;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Pacific;Paper Rex;Pearl;Propio;1;1;0;8;5;4;4;13;8;21;Pacific;5.86;976;2000;1705;0.528846154;715;637;DRX;5.42;885;2000;1612;0.524355301;915;830
0;Pacific;DRX;Ascent;Rival;0;0;0;9;2;10;3;11;13;24;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;DRX;Fracture;Propio;1;0;1;4;9;3;8;13;11;24;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;DRX;Haven;Rival;1;0;0;9;4;8;3;13;11;24;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;DRX;Bind;Propio;0;1;0;4;2;5;8;6;13;19;Pacific;5.42;885;2000;1612;0.524355301;915;830;T1;5.29;822;1885;1605;0.481031866;634;684
1;Pacific;T1;Fracture;Rival;1;1;1;7;6;6;4;13;10;23;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;Pacific;T1;Haven;Propio;0;0;0;1;6;6;7;7;13;20;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;Eduard;5.2;752;2000;1566;0.551373955;923;751
0;EMEA;Navi;Ascent;Rival;0;1;1;6;2;7;6;8;13;21;Master Tokio;5.49;828;1636;1572;0.511610487;683;652;NRG;5.25;916;1816;1592;0.531468531;760;670
1;EMEA;Navi;Lotus;Propio;1;1;0;9;5;8;4;14;12;26;Master Tokio;5.49;828;1636;1572;0.511610487;683;652;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;Evil Genius;Split;Rival;1;1;1;7;6;0;5;13;5;18;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Fut;5.39;847;1668;1587;0.5;567;567
1;Americas;Evil Genius;Lotus;Propio;1;1;1;7;7;6;6;14;12;26;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Fut;5.39;847;1668;1587;0.5;567;567
0;China;Attacking Soul;Fracture;Rival;0;0;1;5;5;7;6;10;13;23;Master Tokio;5.1;690;1826;1628;0.526734104;729;655;DRX;5.42;885;2000;1612;0.524355301;915;830
0;China;Attacking Soul;Pearl;Propio;0;1;0;3;4;8;5;7;13;20;Master Tokio;5.1;690;1826;1628;0.526734104;729;655;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Pacific;T1;Lotus;Rival;1;1;0;7;6;6;5;13;11;24;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Pacific;T1;Bind;Propio;0;0;1;1;6;6;7;7;13;20;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Americas;Evil Genius;Fracture;Rival;1;1;1;5;8;4;1;13;5;18;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;DRX;5.42;885;2000;1612;0.524355301;915;830
1;Americas;Evil Genius;Ascent;Propio;1;1;1;6;7;5;4;13;9;22;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;DRX;5.42;885;2000;1612;0.524355301;915;830
0;EMEA;Navi;Pearl;Rival;0;1;0;9;6;10;7;15;17;32;Master Tokio;5.49;828;1636;1572;0.511610487;683;652;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;EMEA;Navi;Bind;Propio;0;0;0;6;6;7;7;12;14;26;Master Tokio;5.49;828;1636;1572;0.511610487;683;652;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;EMEA;Fut;Haven;Rival;0;0;1;3;5;4;9;8;13;21;Master Tokio;5.39;847;1668;1587;0.5;567;567;Attacking Soul;5.1;690;1826;1628;0.526734104;729;655
1;EMEA;Fut;Ascent;Propio;1;1;1;6;7;5;0;13;5;18;Master Tokio;5.39;847;1668;1587;0.5;567;567;Attacking Soul;5.1;690;1826;1628;0.526734104;729;655
1;Pacific;T1;Fracture;Rival;0;0;0;0;4;8;5;4;13;17;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;Pacific;T1;Haven;Propio;0;1;0;4;2;10;3;6;13;19;Master Tokio;5.29;822;1885;1605;0.481031866;634;684;Eduard;5.2;752;2000;1566;0.551373955;923;751
0;EMEA;Fut;Bind;Rival;1;1;1;4;9;3;6;13;9;22;Master Tokio;5.39;847;1668;1587;0.5;567;567;DRX;5.42;885;2000;1612;0.524355301;915;830
1;EMEA;Fut;Fracture;Propio;0;0;0;6;2;7;6;8;13;21;Master Tokio;5.39;847;1668;1587;0.5;567;567;DRX;5.42;885;2000;1612;0.524355301;915;830
1;China;Eduard;Haven;Rival;0;1;0;6;3;7;6;9;13;22;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;China;Eduard;Split;Propio;1;0;1;6;7;2;6;13;8;21;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Americas;Evil Genius;Fracture;Rival;1;1;0;9;4;4;3;13;7;20;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;LOUD;5.61;944;2000;1655;0.537700865;870;748
0;Americas;Evil Genius;Ascent;Propio;1;1;1;6;7;5;0;13;5;18;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;LOUD;5.61;944;2000;1655;0.537700865;870;748
1;EMEA;Fnatic;Fracture;Rival;1;1;0;7;6;6;3;13;9;22;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;NRG;5.25;916;1816;1592;0.531468531;760;670
1;EMEA;Fnatic;Bind;Propio;1;1;1;10;3;2;2;13;4;17;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Pacific;DRX;Split;Rival;0;1;0;7;3;9;4;10;13;23;Master Tokio;5.42;885;2000;1612;0.524355301;915;830;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Pacific;DRX;Bind;Propio;0;0;1;4;6;5;8;10;13;23;Master Tokio;5.42;885;2000;1612;0.524355301;915;830;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Pacific;DRX;Pearl;Rival;0;0;1;3;8;4;9;11;13;24;Master Tokio;5.42;885;2000;1612;0.524355301;915;830;NRG;5.25;916;1816;1592;0.531468531;760;670
0;Pacific;DRX;Haven;Propio;0;0;0;4;1;5;8;5;13;18;Master Tokio;5.42;885;2000;1612;0.524355301;915;830;NRG;5.25;916;1816;1592;0.531468531;760;670
1;Americas;LOUD;Lotus;Rival;0;1;0;2;4;8;5;6;13;19;Master Tokio;5.61;944;2000;1655;0.537700865;870;748;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;Americas;LOUD;Fracture;Propio;0;0;1;7;3;8;5;10;13;23;Master Tokio;5.61;944;2000;1655;0.537700865;870;748;Eduard;5.2;752;2000;1566;0.551373955;923;751
1;EMEA;Fnatic;Lotus;Rival;1;0;1;1;12;0;5;13;5;18;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;EMEA;Fnatic;Bind;Propio;1;1;1;9;4;4;3;13;7;20;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Americas;Evil Genius;Fracture;Rival;1;1;0;11;2;1;1;13;2;15;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Americas;Evil Genius;Haven;Propio;1;0;1;6;7;5;4;13;9;22;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Americas;NRG;Haven;Rival;1;0;0;5;9;4;8;14;12;26;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Liquid;5.33;854;1650;1586;0.501798561;558;554
1;Americas;NRG;Ascent;Propio;0;0;1;3;5;7;6;8;13;21;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Liquid;5.33;854;1650;1586;0.501798561;558;554
0;China;Eduard;Fracture;Rival;0;1;1;4;8;5;9;12;14;26;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;China;Eduard;Split;Propio;1;0;0;6;7;3;6;13;9;22;Master Tokio;5.2;752;2000;1566;0.551373955;923;751;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Americas;NRG;Pearl;Rival;0;1;1;6;7;7;8;13;15;28;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Americas;NRG;Lotus;Propio;1;1;1;10;3;4;2;13;6;19;Master Tokio;5.25;916;1816;1592;0.531468531;760;670;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;EMEA;Fnatic;Lotus;Rival;1;1;1;10;3;1;2;13;3;16;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;EMEA;Fnatic;Fracture;Propio;0;0;1;3;6;4;9;9;13;22;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;Evil Genius;Fracture;Rival;1;0;1;4;9;3;4;13;7;20;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Americas;Evil Genius;Lotus;Propio;1;0;1;8;6;7;5;14;12;26;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;Americas;Evil Genius;Split;Rival;0;0;1;2;8;4;9;10;13;23;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
0;Americas;Evil Genius;Pearl;Propio;1;1;1;6;7;5;1;13;6;19;Master Tokio;5.57;989;2000;1667;0.535262206;888;771;Paper Rex;5.86;976;2000;1705;0.528846154;715;637
1;EMEA;Fnatic;Lotus;Rival;1;0;1;6;7;2;6;13;8;21;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
0;EMEA;Fnatic;Split;Propio;1;0;1;5;8;4;7;13;11;24;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;EMEA;Fnatic;Bind;Rival;1;0;1;9;5;8;4;14;12;26;Master Tokio;5.78;988;2000;1771;0.587324982;797;560;Evil Genius;5.57;989;2000;1667;0.535262206;888;771
1;Americas;KRU;Bind;Rival;1;0;1;4;9;3;4;13;7;20;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;mibr;5.43;668;1554;1510;0.418772563;232;322
0;Americas;KRU;Lotus;Propio;1;1;1;9;4;5;3;13;8;21;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;mibr;5.43;668;1554;1510;0.418772563;232;322
1;Americas;KRU;Split;Rival;0;0;0;7;5;8;6;12;14;26;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;KRU;Ascent;Propio;1;0;0;9;4;1;3;13;4;17;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;FURIA;5.42;693;1700;1528;0.487922705;404;424
1;Americas;100 Thieves;Pearl;Rival;1;0;1;4;10;3;9;14;12;26;LCQ Americas;5.55;701;1666;1484;0.468085106;352;400;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;100 Thieves;Split;Propio;0;0;1;0;7;5;8;7;13;20;LCQ Americas;5.55;701;1666;1484;0.468085106;352;400;Sentinels;5.88;700;1796;1463;0.466582598;370;423
0;Americas;Sentinels;Pearl;Rival;0;0;0;4;4;8;5;8;13;21;LCQ Americas;5.88;700;1796;1463;0.466582598;370;423;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;Sentinels;Fracture;Propio;1;1;1;4;9;3;2;13;5;18;LCQ Americas;5.88;700;1796;1463;0.466582598;370;423;Cloud9;5.78;752;1745;1610;0.536257833;599;518
0;Americas;KRU;Split;Rival;1;0;1;9;4;2;3;13;5;18;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;Leviatan;5.47;710;2000;1540;0.493414387;487;500
1;Americas;KRU;Lotus;Propio;1;1;1;6;7;5;2;13;7;20;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;Leviatan;5.47;710;2000;1540;0.493414387;487;500
1;Americas;Leviatan;Fracture;Rival;1;1;1;6;7;2;6;13;8;21;LCQ Americas;5.47;710;2000;1540;0.493414387;487;500;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;Leviatan;Split;Propio;1;1;0;5;8;4;0;13;4;17;LCQ Americas;5.47;710;2000;1540;0.493414387;487;500;Sentinels;5.88;700;1796;1463;0.466582598;370;423
1;Americas;KRU;Ascent;Rival;0;1;0;4;0;5;8;4;13;17;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;Americas;KRU;Pearl;Propio;1;1;0;12;1;4;0;13;4;17;LCQ Americas;5.46;786;1685;1436;0.485776805;444;470;Cloud9;5.78;752;1745;1610;0.536257833;599;518
1;EMEA;KOI;Fracture;Rival;1;1;0;8;5;7;1;13;8;21;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Heretics;5.26;663;1325;1392;0.439201452;242;309
1;EMEA;KOI;Pearl;Propio;0;0;0;2;8;4;9;10;13;23;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Heretics;5.26;663;1325;1392;0.439201452;242;309
0;EMEA;BBL;Haven;Rival;1;0;0;5;9;6;7;14;13;27;LCQ EMEA;5.31;684;1426;1446;0.473421927;285;317;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
1;EMEA;BBL;Lotus;Propio;0;1;1;5;4;6;7;9;13;22;LCQ EMEA;5.31;684;1426;1446;0.473421927;285;317;Karmine Corp;5.04;667;1335;1425;0.422190202;293;401
1;EMEA;KOI;Split;Rival;1;1;1;6;7;0;6;13;6;19;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;KOI;Lotus;Propio;1;1;1;4;9;3;0;13;3;16;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Karmine Corp;Pearl;Rival;0;0;1;3;8;4;9;11;13;24;LCQ EMEA;5.04;667;1335;1425;0.422190202;293;401;Giants;5.77;827;1628;1586;0.513874615;500;473
0;EMEA;Karmine Corp;Split;Propio;0;0;0;3;2;10;3;5;13;18;LCQ EMEA;5.04;667;1335;1425;0.422190202;293;401;Giants;5.77;827;1628;1586;0.513874615;500;473
1;EMEA;Karmine Corp;Lotus;Rival;0;1;0;5;1;6;7;6;13;19;LCQ EMEA;5.04;667;1335;1425;0.422190202;293;401;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;Karmine Corp;Ascent;Propio;1;1;1;6;7;5;2;13;7;20;LCQ EMEA;5.04;667;1335;1425;0.422190202;293;401;Navi;5.49;828;1636;1572;0.511610487;683;652
0;EMEA;KOI;Haven;Rival;0;1;0;5;7;6;8;12;14;26;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Giants;5.77;827;1628;1586;0.513874615;500;473
0;EMEA;KOI;Pearl;Propio;0;0;0;0;5;7;6;5;13;18;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Giants;5.77;827;1628;1586;0.513874615;500;473
0;EMEA;KOI;Split;Rival;0;0;1;5;7;6;8;12;14;26;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;KOI;Pearl;Propio;0;1;0;8;2;10;3;10;13;23;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Navi;5.49;828;1636;1572;0.511610487;683;652
1;EMEA;KOI;Fracture;Rival;0;0;0;7;2;8;5;9;13;22;LCQ EMEA;5.49;686;1355;1437;0.465116279;340;391;Navi;5.49;828;1636;1572;0.511610487;683;652
